Week_end,Indicator,High_industry,Value
11/29/20,Weekly earnings - lower quartile - 20 days,B Goods Producing,880.48
11/29/20,Weekly earnings - lower quartile - 20 days,C Services,625
11/29/20,Weekly earnings - lower quartile - 20 days,Z No Match,390.39
12/6/20,Number of paid jobs - 20 days,Total,2021180
12/6/20,Number of paid jobs - 20 days,A Primary,94720
12/6/20,Number of paid jobs - 20 days,B Goods Producing,367420
12/6/20,Number of paid jobs - 20 days,C Services,1506790
12/6/20,Number of paid jobs - 20 days,Z No Match,52250
12/6/20,Weekly earnings - median - 20 days,Total,1037.46
12/6/20,Weekly earnings - median - 20 days,A Primary,950
12/6/20,Weekly earnings - median - 20 days,B Goods Producing,1167
12/6/20,Weekly earnings - median - 20 days,C Services,1019.5
12/6/20,Weekly earnings - median - 20 days,Z No Match,634.2
12/6/20,Weekly earnings - upper quartile - 20 days,Total,1485
12/6/20,Weekly earnings - upper quartile - 20 days,A Primary,1275.44
12/6/20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1524.83
12/6/20,Weekly earnings - upper quartile - 20 days,C Services,1508
12/6/20,Weekly earnings - upper quartile - 20 days,Z No Match,924.52
12/6/20,Weekly earnings - lower quartile - 20 days,Total,674.9
12/6/20,Weekly earnings - lower quartile - 20 days,A Primary,588.59
12/6/20,Weekly earnings - lower quartile - 20 days,B Goods Producing,890
12/6/20,Weekly earnings - lower quartile - 20 days,C Services,634.62
12/6/20,Weekly earnings - lower quartile - 20 days,Z No Match,377.14
12/13/20,Number of paid jobs - 20 days,Total,2000740
12/13/20,Number of paid jobs - 20 days,A Primary,96140
12/13/20,Number of paid jobs - 20 days,B Goods Producing,366620
12/13/20,Number of paid jobs - 20 days,C Services,1488440
12/13/20,Number of paid jobs - 20 days,Z No Match,49540
12/13/20,Weekly earnings - median - 20 days,Total,1040
12/13/20,Weekly earnings - median - 20 days,A Primary,960.08
12/13/20,Weekly earnings - median - 20 days,B Goods Producing,1188
12/13/20,Weekly earnings - median - 20 days,C Services,1020
12/13/20,Weekly earnings - median - 20 days,Z No Match,388.2
12/13/20,Weekly earnings - upper quartile - 20 days,Total,1499.15
12/13/20,Weekly earnings - upper quartile - 20 days,A Primary,1300.01
12/13/20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1555.11
12/13/20,Weekly earnings - upper quartile - 20 days,C Services,1514.5
12/13/20,Weekly earnings - upper quartile - 20 days,Z No Match,687.17
12/13/20,Weekly earnings - lower quartile - 20 days,Total,673
12/13/20,Weekly earnings - lower quartile - 20 days,A Primary,591.29
12/13/20,Weekly earnings - lower quartile - 20 days,B Goods Producing,902
12/13/20,Weekly earnings - lower quartile - 20 days,C Services,643.46
12/13/20,Weekly earnings - lower quartile - 20 days,Z No Match,162
12/20/20,Number of paid jobs - 20 days,Total,1990780
12/20/20,Number of paid jobs - 20 days,A Primary,95400
12/20/20,Number of paid jobs - 20 days,B Goods Producing,363530
12/20/20,Number of paid jobs - 20 days,C Services,1480830
12/20/20,Number of paid jobs - 20 days,Z No Match,51020
12/20/20,Weekly earnings - median - 20 days,Total,1040.48
12/20/20,Weekly earnings - median - 20 days,A Primary,984.88
12/20/20,Weekly earnings - median - 20 days,B Goods Producing,1204
12/20/20,Weekly earnings - median - 20 days,C Services,1017.5
12/20/20,Weekly earnings - median - 20 days,Z No Match,556.25
12/20/20,Weekly earnings - upper quartile - 20 days,Total,1500.94
12/20/20,Weekly earnings - upper quartile - 20 days,A Primary,1333.8
12/20/20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1610.49
12/20/20,Weekly earnings - upper quartile - 20 days,C Services,1500
12/20/20,Weekly earnings - upper quartile - 20 days,Z No Match,806.27
12/20/20,Weekly earnings - lower quartile - 20 days,Total,675.6
12/20/20,Weekly earnings - lower quartile - 20 days,A Primary,618.28
12/20/20,Weekly earnings - lower quartile - 20 days,B Goods Producing,913
12/20/20,Weekly earnings - lower quartile - 20 days,C Services,639.32
12/20/20,Weekly earnings - lower quartile - 20 days,Z No Match,293.48
12/27/20,Number of paid jobs - 20 days,Total,1927570
12/27/20,Number of paid jobs - 20 days,A Primary,89840
12/27/20,Number of paid jobs - 20 days,B Goods Producing,355680
12/27/20,Number of paid jobs - 20 days,C Services,1431620
12/27/20,Number of paid jobs - 20 days,Z No Match,50440
12/27/20,Weekly earnings - median - 20 days,Total,1045.43
12/27/20,Weekly earnings - median - 20 days,A Primary,945.23
12/27/20,Weekly earnings - median - 20 days,B Goods Producing,1133.22
12/27/20,Weekly earnings - median - 20 days,C Services,1040.63
12/27/20,Weekly earnings - median - 20 days,Z No Match,652.91
12/27/20,Weekly earnings - upper quartile - 20 days,Total,1482.63
12/27/20,Weekly earnings - upper quartile - 20 days,A Primary,1287.37
12/27/20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1500
12/27/20,Weekly earnings - upper quartile - 20 days,C Services,1514.42
12/27/20,Weekly earnings - upper quartile - 20 days,Z No Match,941.66
12/27/20,Weekly earnings - lower quartile - 20 days,Total,700
12/27/20,Weekly earnings - lower quartile - 20 days,A Primary,552.11
12/27/20,Weekly earnings - lower quartile - 20 days,B Goods Producing,865.38
12/27/20,Weekly earnings - lower quartile - 20 days,C Services,676.71
12/27/20,Weekly earnings - lower quartile - 20 days,Z No Match,417.99
1/3/21,Number of paid jobs - 20 days,Total,1879520
1/3/21,Number of paid jobs - 20 days,A Primary,84910
1/3/21,Number of paid jobs - 20 days,B Goods Producing,342020
1/3/21,Number of paid jobs - 20 days,C Services,1403040
1/3/21,Number of paid jobs - 20 days,Z No Match,49540
1/3/21,Weekly earnings - median - 20 days,Total,1055.34
1/3/21,Weekly earnings - median - 20 days,A Primary,961.5
1/3/21,Weekly earnings - median - 20 days,B Goods Producing,1124.33
1/3/21,Weekly earnings - median - 20 days,C Services,1056.5
1/3/21,Weekly earnings - median - 20 days,Z No Match,666.56
1/3/21,Weekly earnings - upper quartile - 20 days,Total,1485.18
1/3/21,Weekly earnings - upper quartile - 20 days,A Primary,1293
1/3/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1477.94
1/3/21,Weekly earnings - upper quartile - 20 days,C Services,1524.89
1/3/21,Weekly earnings - upper quartile - 20 days,Z No Match,955.24
1/3/21,Weekly earnings - lower quartile - 20 days,Total,702.46
1/3/21,Weekly earnings - lower quartile - 20 days,A Primary,562.37
1/3/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,841.95
1/3/21,Weekly earnings - lower quartile - 20 days,C Services,690.35
1/3/21,Weekly earnings - lower quartile - 20 days,Z No Match,441.54
1/10/21,Number of paid jobs - 20 days,Total,1895600
1/10/21,Number of paid jobs - 20 days,A Primary,89620
1/10/21,Number of paid jobs - 20 days,B Goods Producing,350180
1/10/21,Number of paid jobs - 20 days,C Services,1405240
1/10/21,Number of paid jobs - 20 days,Z No Match,50550
1/10/21,Weekly earnings - median - 20 days,Total,1040
1/10/21,Weekly earnings - median - 20 days,A Primary,960
1/10/21,Weekly earnings - median - 20 days,B Goods Producing,1138.24
1/10/21,Weekly earnings - median - 20 days,C Services,1034.96
1/10/21,Weekly earnings - median - 20 days,Z No Match,655.74
1/10/21,Weekly earnings - upper quartile - 20 days,Total,1478.5
1/10/21,Weekly earnings - upper quartile - 20 days,A Primary,1288.46
1/10/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1495.76
1/10/21,Weekly earnings - upper quartile - 20 days,C Services,1507.5
1/10/21,Weekly earnings - upper quartile - 20 days,Z No Match,942.42
1/10/21,Weekly earnings - lower quartile - 20 days,Total,685.3
1/10/21,Weekly earnings - lower quartile - 20 days,A Primary,580
1/10/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,849
1/10/21,Weekly earnings - lower quartile - 20 days,C Services,667
1/10/21,Weekly earnings - lower quartile - 20 days,Z No Match,418.5
1/17/21,Number of paid jobs - 20 days,Total,1924540
1/17/21,Number of paid jobs - 20 days,A Primary,91160
1/17/21,Number of paid jobs - 20 days,B Goods Producing,358620
1/17/21,Number of paid jobs - 20 days,C Services,1423470
1/17/21,Number of paid jobs - 20 days,Z No Match,51300
1/17/21,Weekly earnings - median - 20 days,Total,1037.5
1/17/21,Weekly earnings - median - 20 days,A Primary,974
1/17/21,Weekly earnings - median - 20 days,B Goods Producing,1145.39
1/17/21,Weekly earnings - median - 20 days,C Services,1021.85
1/17/21,Weekly earnings - median - 20 days,Z No Match,651.31
1/17/21,Weekly earnings - upper quartile - 20 days,Total,1471.15
1/17/21,Weekly earnings - upper quartile - 20 days,A Primary,1296
1/17/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1500
1/17/21,Weekly earnings - upper quartile - 20 days,C Services,1495.2
1/17/21,Weekly earnings - upper quartile - 20 days,Z No Match,937.76
1/17/21,Weekly earnings - lower quartile - 20 days,Total,692.9
1/17/21,Weekly earnings - lower quartile - 20 days,A Primary,640.2
1/17/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,871.72
1/17/21,Weekly earnings - lower quartile - 20 days,C Services,660.9
1/17/21,Weekly earnings - lower quartile - 20 days,Z No Match,413.32
1/24/21,Number of paid jobs - 20 days,Total,1938840
1/24/21,Number of paid jobs - 20 days,A Primary,91300
1/24/21,Number of paid jobs - 20 days,B Goods Producing,363240
1/24/21,Number of paid jobs - 20 days,C Services,1432420
1/24/21,Number of paid jobs - 20 days,Z No Match,51870
1/24/21,Weekly earnings - median - 20 days,Total,1038.46
1/24/21,Weekly earnings - median - 20 days,A Primary,956.57
1/24/21,Weekly earnings - median - 20 days,B Goods Producing,1153.85
1/24/21,Weekly earnings - median - 20 days,C Services,1021.1
1/24/21,Weekly earnings - median - 20 days,Z No Match,653.07
1/24/21,Weekly earnings - upper quartile - 20 days,Total,1466.51
1/24/21,Weekly earnings - upper quartile - 20 days,A Primary,1270.08
1/24/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1500
1/24/21,Weekly earnings - upper quartile - 20 days,C Services,1489.52
1/24/21,Weekly earnings - upper quartile - 20 days,Z No Match,937.14
1/24/21,Weekly earnings - lower quartile - 20 days,Total,699.97
1/24/21,Weekly earnings - lower quartile - 20 days,A Primary,612.36
1/24/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,885.73
1/24/21,Weekly earnings - lower quartile - 20 days,C Services,662.73
1/24/21,Weekly earnings - lower quartile - 20 days,Z No Match,411.88
1/31/21,Number of paid jobs - 20 days,Total,1971090
1/31/21,Number of paid jobs - 20 days,A Primary,90080
1/31/21,Number of paid jobs - 20 days,B Goods Producing,366100
1/31/21,Number of paid jobs - 20 days,C Services,1464340
1/31/21,Number of paid jobs - 20 days,Z No Match,50570
1/31/21,Weekly earnings - median - 20 days,Total,1036.54
1/31/21,Weekly earnings - median - 20 days,A Primary,967.65
1/31/21,Weekly earnings - median - 20 days,B Goods Producing,1153.85
1/31/21,Weekly earnings - median - 20 days,C Services,1018.98
1/31/21,Weekly earnings - median - 20 days,Z No Match,675.54
1/31/21,Weekly earnings - upper quartile - 20 days,Total,1462.5
1/31/21,Weekly earnings - upper quartile - 20 days,A Primary,1300
1/31/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1500
1/31/21,Weekly earnings - upper quartile - 20 days,C Services,1480.81
1/31/21,Weekly earnings - upper quartile - 20 days,Z No Match,961.94
1/31/21,Weekly earnings - lower quartile - 20 days,Total,688.08
1/31/21,Weekly earnings - lower quartile - 20 days,A Primary,631.5
1/31/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,888.14
1/31/21,Weekly earnings - lower quartile - 20 days,C Services,642.6
1/31/21,Weekly earnings - lower quartile - 20 days,Z No Match,418
2/7/21,Number of paid jobs - 20 days,Total,1972640
2/7/21,Number of paid jobs - 20 days,A Primary,88140
2/7/21,Number of paid jobs - 20 days,B Goods Producing,367010
2/7/21,Number of paid jobs - 20 days,C Services,1467090
2/7/21,Number of paid jobs - 20 days,Z No Match,50400
2/7/21,Weekly earnings - median - 20 days,Total,1051.04
2/7/21,Weekly earnings - median - 20 days,A Primary,987.6
2/7/21,Weekly earnings - median - 20 days,B Goods Producing,1154.15
2/7/21,Weekly earnings - median - 20 days,C Services,1033.06
2/7/21,Weekly earnings - median - 20 days,Z No Match,630.16
2/7/21,Weekly earnings - upper quartile - 20 days,Total,1478.5
2/7/21,Weekly earnings - upper quartile - 20 days,A Primary,1320
2/7/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1499.24
2/7/21,Weekly earnings - upper quartile - 20 days,C Services,1496
2/7/21,Weekly earnings - upper quartile - 20 days,Z No Match,1088.58
2/7/21,Weekly earnings - lower quartile - 20 days,Total,700
2/7/21,Weekly earnings - lower quartile - 20 days,A Primary,642.52
2/7/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,893.07
2/7/21,Weekly earnings - lower quartile - 20 days,C Services,656.1
2/7/21,Weekly earnings - lower quartile - 20 days,Z No Match,269.05
2/14/21,Number of paid jobs - 20 days,Total,1984290
2/14/21,Number of paid jobs - 20 days,A Primary,86970
2/14/21,Number of paid jobs - 20 days,B Goods Producing,368350
2/14/21,Number of paid jobs - 20 days,C Services,1478570
2/14/21,Number of paid jobs - 20 days,Z No Match,50390
2/14/21,Weekly earnings - median - 20 days,Total,1041
2/14/21,Weekly earnings - median - 20 days,A Primary,972.5
2/14/21,Weekly earnings - median - 20 days,B Goods Producing,1161.67
2/14/21,Weekly earnings - median - 20 days,C Services,1021.5
2/14/21,Weekly earnings - median - 20 days,Z No Match,680.4
2/14/21,Weekly earnings - upper quartile - 20 days,Total,1475
2/14/21,Weekly earnings - upper quartile - 20 days,A Primary,1306.94
2/14/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1515.11
2/14/21,Weekly earnings - upper quartile - 20 days,C Services,1490.4
2/14/21,Weekly earnings - upper quartile - 20 days,Z No Match,951.3
2/14/21,Weekly earnings - lower quartile - 20 days,Total,686.83
2/14/21,Weekly earnings - lower quartile - 20 days,A Primary,607.39
2/14/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,895.25
2/14/21,Weekly earnings - lower quartile - 20 days,C Services,641.75
2/14/21,Weekly earnings - lower quartile - 20 days,Z No Match,409.09
2/21/21,Number of paid jobs - 20 days,Total,1976960
2/21/21,Number of paid jobs - 20 days,A Primary,86670
2/21/21,Number of paid jobs - 20 days,B Goods Producing,366970
2/21/21,Number of paid jobs - 20 days,C Services,1472730
2/21/21,Number of paid jobs - 20 days,Z No Match,50590
2/21/21,Weekly earnings - median - 20 days,Total,1038.46
2/21/21,Weekly earnings - median - 20 days,A Primary,979.16
2/21/21,Weekly earnings - median - 20 days,B Goods Producing,1160.67
2/21/21,Weekly earnings - median - 20 days,C Services,1019.2
2/21/21,Weekly earnings - median - 20 days,Z No Match,645.86
2/21/21,Weekly earnings - upper quartile - 20 days,Total,1466.11
2/21/21,Weekly earnings - upper quartile - 20 days,A Primary,1307.69
2/21/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1511.72
2/21/21,Weekly earnings - upper quartile - 20 days,C Services,1480.77
2/21/21,Weekly earnings - upper quartile - 20 days,Z No Match,932.83
2/21/21,Weekly earnings - lower quartile - 20 days,Total,682.22
2/21/21,Weekly earnings - lower quartile - 20 days,A Primary,610
2/21/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,893.2
2/21/21,Weekly earnings - lower quartile - 20 days,C Services,640
2/21/21,Weekly earnings - lower quartile - 20 days,Z No Match,404.7
2/28/21,Number of paid jobs - 20 days,Total,1960320
2/28/21,Number of paid jobs - 20 days,A Primary,86670
2/28/21,Number of paid jobs - 20 days,B Goods Producing,368260
2/28/21,Number of paid jobs - 20 days,C Services,1454740
2/28/21,Number of paid jobs - 20 days,Z No Match,50640
2/28/21,Weekly earnings - median - 20 days,Total,1000
2/28/21,Weekly earnings - median - 20 days,A Primary,1000
2/28/21,Weekly earnings - median - 20 days,B Goods Producing,1167.5
2/28/21,Weekly earnings - median - 20 days,C Services,960.75
2/28/21,Weekly earnings - median - 20 days,Z No Match,640.71
2/28/21,Weekly earnings - upper quartile - 20 days,Total,1422.71
2/28/21,Weekly earnings - upper quartile - 20 days,A Primary,1340
2/28/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1527
2/28/21,Weekly earnings - upper quartile - 20 days,C Services,1405.38
2/28/21,Weekly earnings - upper quartile - 20 days,Z No Match,927.3
2/28/21,Weekly earnings - lower quartile - 20 days,Total,603.5
2/28/21,Weekly earnings - lower quartile - 20 days,A Primary,635.58
2/28/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,897.99
2/28/21,Weekly earnings - lower quartile - 20 days,C Services,531.43
2/28/21,Weekly earnings - lower quartile - 20 days,Z No Match,392.81
3/7/21,Number of paid jobs - 20 days,Total,1978650
3/7/21,Number of paid jobs - 20 days,A Primary,85150
3/7/21,Number of paid jobs - 20 days,B Goods Producing,366150
3/7/21,Number of paid jobs - 20 days,C Services,1475340
3/7/21,Number of paid jobs - 20 days,Z No Match,52010
3/7/21,Weekly earnings - median - 20 days,Total,1039.5
3/7/21,Weekly earnings - median - 20 days,A Primary,1001
3/7/21,Weekly earnings - median - 20 days,B Goods Producing,1168.5
3/7/21,Weekly earnings - median - 20 days,C Services,1016.11
3/7/21,Weekly earnings - median - 20 days,Z No Match,649.47
3/7/21,Weekly earnings - upper quartile - 20 days,Total,1475.36
3/7/21,Weekly earnings - upper quartile - 20 days,A Primary,1337.1
3/7/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1523.99
3/7/21,Weekly earnings - upper quartile - 20 days,C Services,1486.5
3/7/21,Weekly earnings - upper quartile - 20 days,Z No Match,936.71
3/7/21,Weekly earnings - lower quartile - 20 days,Total,672.75
3/7/21,Weekly earnings - lower quartile - 20 days,A Primary,627.71
3/7/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,899.89
3/7/21,Weekly earnings - lower quartile - 20 days,C Services,624.62
3/7/21,Weekly earnings - lower quartile - 20 days,Z No Match,401.73
3/14/21,Number of paid jobs - 20 days,Total,1993460
3/14/21,Number of paid jobs - 20 days,A Primary,84700
3/14/21,Number of paid jobs - 20 days,B Goods Producing,367190
3/14/21,Number of paid jobs - 20 days,C Services,1488850
3/14/21,Number of paid jobs - 20 days,Z No Match,52720
3/14/21,Weekly earnings - median - 20 days,Total,1040
3/14/21,Weekly earnings - median - 20 days,A Primary,1000
3/14/21,Weekly earnings - median - 20 days,B Goods Producing,1176
3/14/21,Weekly earnings - median - 20 days,C Services,1016
3/14/21,Weekly earnings - median - 20 days,Z No Match,655.97
3/14/21,Weekly earnings - upper quartile - 20 days,Total,1475.06
3/14/21,Weekly earnings - upper quartile - 20 days,A Primary,1327.2
3/14/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1534.5
3/14/21,Weekly earnings - upper quartile - 20 days,C Services,1483
3/14/21,Weekly earnings - upper quartile - 20 days,Z No Match,944.6
3/14/21,Weekly earnings - lower quartile - 20 days,Total,673.07
3/14/21,Weekly earnings - lower quartile - 20 days,A Primary,645.84
3/14/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,901.9
3/14/21,Weekly earnings - lower quartile - 20 days,C Services,622.19
3/14/21,Weekly earnings - lower quartile - 20 days,Z No Match,409.54
3/21/21,Number of paid jobs - 20 days,Total,1995120
3/21/21,Number of paid jobs - 20 days,A Primary,84070
3/21/21,Number of paid jobs - 20 days,B Goods Producing,367440
3/21/21,Number of paid jobs - 20 days,C Services,1490520
3/21/21,Number of paid jobs - 20 days,Z No Match,53100
3/21/21,Weekly earnings - median - 20 days,Total,1038.7
3/21/21,Weekly earnings - median - 20 days,A Primary,1005.5
3/21/21,Weekly earnings - median - 20 days,B Goods Producing,1176
3/21/21,Weekly earnings - median - 20 days,C Services,1013.82
3/21/21,Weekly earnings - median - 20 days,Z No Match,655.03
3/21/21,Weekly earnings - upper quartile - 20 days,Total,1475.43
3/21/21,Weekly earnings - upper quartile - 20 days,A Primary,1338.46
3/21/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1537.24
3/21/21,Weekly earnings - upper quartile - 20 days,C Services,1482
3/21/21,Weekly earnings - upper quartile - 20 days,Z No Match,943.36
3/21/21,Weekly earnings - lower quartile - 20 days,Total,674.22
3/21/21,Weekly earnings - lower quartile - 20 days,A Primary,650
3/21/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,901.43
3/21/21,Weekly earnings - lower quartile - 20 days,C Services,624.65
3/21/21,Weekly earnings - lower quartile - 20 days,Z No Match,404.13
3/28/21,Number of paid jobs - 20 days,Total,1991240
3/28/21,Number of paid jobs - 20 days,A Primary,84700
3/28/21,Number of paid jobs - 20 days,B Goods Producing,368010
3/28/21,Number of paid jobs - 20 days,C Services,1484600
3/28/21,Number of paid jobs - 20 days,Z No Match,53940
3/28/21,Weekly earnings - median - 20 days,Total,1047.23
3/28/21,Weekly earnings - median - 20 days,A Primary,1015.63
3/28/21,Weekly earnings - median - 20 days,B Goods Producing,1182.69
3/28/21,Weekly earnings - median - 20 days,C Services,1023
3/28/21,Weekly earnings - median - 20 days,Z No Match,656.92
3/28/21,Weekly earnings - upper quartile - 20 days,Total,1492.92
3/28/21,Weekly earnings - upper quartile - 20 days,A Primary,1352.22
3/28/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1542.25
3/28/21,Weekly earnings - upper quartile - 20 days,C Services,1501.5
3/28/21,Weekly earnings - upper quartile - 20 days,Z No Match,951.16
3/28/21,Weekly earnings - lower quartile - 20 days,Total,681.8
3/28/21,Weekly earnings - lower quartile - 20 days,A Primary,644.8
3/28/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,903.85
3/28/21,Weekly earnings - lower quartile - 20 days,C Services,633
3/28/21,Weekly earnings - lower quartile - 20 days,Z No Match,400
4/4/21,Number of paid jobs - 20 days,Total,1990960
4/4/21,Number of paid jobs - 20 days,A Primary,82560
4/4/21,Number of paid jobs - 20 days,B Goods Producing,368360
4/4/21,Number of paid jobs - 20 days,C Services,1486290
4/4/21,Number of paid jobs - 20 days,Z No Match,53750
4/4/21,Weekly earnings - median - 20 days,Total,1053.14
4/4/21,Weekly earnings - median - 20 days,A Primary,1016
4/4/21,Weekly earnings - median - 20 days,B Goods Producing,1157
4/4/21,Weekly earnings - median - 20 days,C Services,1038.32
4/4/21,Weekly earnings - median - 20 days,Z No Match,645.9
4/4/21,Weekly earnings - upper quartile - 20 days,Total,1490.58
4/4/21,Weekly earnings - upper quartile - 20 days,A Primary,1350.42
4/4/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1502.71
4/4/21,Weekly earnings - upper quartile - 20 days,C Services,1519.24
4/4/21,Weekly earnings - upper quartile - 20 days,Z No Match,936.26
4/4/21,Weekly earnings - lower quartile - 20 days,Total,692.31
4/4/21,Weekly earnings - lower quartile - 20 days,A Primary,646.49
4/4/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,900
4/4/21,Weekly earnings - lower quartile - 20 days,C Services,647.76
4/4/21,Weekly earnings - lower quartile - 20 days,Z No Match,394.06
4/11/21,Number of paid jobs - 20 days,Total,2004660
4/11/21,Number of paid jobs - 20 days,A Primary,82450
4/11/21,Number of paid jobs - 20 days,B Goods Producing,368430
4/11/21,Number of paid jobs - 20 days,C Services,1498690
4/11/21,Number of paid jobs - 20 days,Z No Match,55100
4/11/21,Weekly earnings - median - 20 days,Total,1059.86
4/11/21,Weekly earnings - median - 20 days,A Primary,1030.4
4/11/21,Weekly earnings - median - 20 days,B Goods Producing,1179.17
4/11/21,Weekly earnings - median - 20 days,C Services,1042.27
4/11/21,Weekly earnings - median - 20 days,Z No Match,664.34
4/11/21,Weekly earnings - upper quartile - 20 days,Total,1498.2
4/11/21,Weekly earnings - upper quartile - 20 days,A Primary,1350
4/11/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1533.63
4/11/21,Weekly earnings - upper quartile - 20 days,C Services,1517.21
4/11/21,Weekly earnings - upper quartile - 20 days,Z No Match,961.54
4/11/21,Weekly earnings - lower quartile - 20 days,Total,700
4/11/21,Weekly earnings - lower quartile - 20 days,A Primary,670.75
4/11/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,914.7
4/11/21,Weekly earnings - lower quartile - 20 days,C Services,650.03
4/11/21,Weekly earnings - lower quartile - 20 days,Z No Match,410.1
4/18/21,Number of paid jobs - 20 days,Total,2003250
4/18/21,Number of paid jobs - 20 days,A Primary,81560
4/18/21,Number of paid jobs - 20 days,B Goods Producing,367970
4/18/21,Number of paid jobs - 20 days,C Services,1497710
4/18/21,Number of paid jobs - 20 days,Z No Match,56000
4/18/21,Weekly earnings - median - 20 days,Total,1054.77
4/18/21,Weekly earnings - median - 20 days,A Primary,1017.5
4/18/21,Weekly earnings - median - 20 days,B Goods Producing,1178
4/18/21,Weekly earnings - median - 20 days,C Services,1034
4/18/21,Weekly earnings - median - 20 days,Z No Match,671.62
4/18/21,Weekly earnings - upper quartile - 20 days,Total,1490.59
4/18/21,Weekly earnings - upper quartile - 20 days,A Primary,1344
4/18/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1537.5
4/18/21,Weekly earnings - upper quartile - 20 days,C Services,1506.22
4/18/21,Weekly earnings - upper quartile - 20 days,Z No Match,973.87
4/18/21,Weekly earnings - lower quartile - 20 days,Total,692.93
4/18/21,Weekly earnings - lower quartile - 20 days,A Primary,672
4/18/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,912.39
4/18/21,Weekly earnings - lower quartile - 20 days,C Services,644
4/18/21,Weekly earnings - lower quartile - 20 days,Z No Match,413.32
4/25/21,Number of paid jobs - 20 days,Total,2004310
4/25/21,Number of paid jobs - 20 days,A Primary,81220
4/25/21,Number of paid jobs - 20 days,B Goods Producing,369110
4/25/21,Number of paid jobs - 20 days,C Services,1500640
4/25/21,Number of paid jobs - 20 days,Z No Match,53340
4/25/21,Weekly earnings - median - 20 days,Total,1060.8
4/25/21,Weekly earnings - median - 20 days,A Primary,1020
4/25/21,Weekly earnings - median - 20 days,B Goods Producing,1176.19
4/25/21,Weekly earnings - median - 20 days,C Services,1041.71
4/25/21,Weekly earnings - median - 20 days,Z No Match,723.12
4/25/21,Weekly earnings - upper quartile - 20 days,Total,1497.28
4/25/21,Weekly earnings - upper quartile - 20 days,A Primary,1341.83
4/25/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1528.52
4/25/21,Weekly earnings - upper quartile - 20 days,C Services,1512.78
4/25/21,Weekly earnings - upper quartile - 20 days,Z No Match,1075.71
4/25/21,Weekly earnings - lower quartile - 20 days,Total,703.4
4/25/21,Weekly earnings - lower quartile - 20 days,A Primary,674.96
4/25/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,913.87
4/25/21,Weekly earnings - lower quartile - 20 days,C Services,650
4/25/21,Weekly earnings - lower quartile - 20 days,Z No Match,438.45
5/2/21,Number of paid jobs - 20 days,Total,2000640
5/2/21,Number of paid jobs - 20 days,A Primary,81590
5/2/21,Number of paid jobs - 20 days,B Goods Producing,370880
5/2/21,Number of paid jobs - 20 days,C Services,1493440
5/2/21,Number of paid jobs - 20 days,Z No Match,54740
5/2/21,Weekly earnings - median - 20 days,Total,1060.89
5/2/21,Weekly earnings - median - 20 days,A Primary,1023.75
5/2/21,Weekly earnings - median - 20 days,B Goods Producing,1183.57
5/2/21,Weekly earnings - median - 20 days,C Services,1041.88
5/2/21,Weekly earnings - median - 20 days,Z No Match,700.32
5/2/21,Weekly earnings - upper quartile - 20 days,Total,1500
5/2/21,Weekly earnings - upper quartile - 20 days,A Primary,1346.15
5/2/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1537.61
5/2/21,Weekly earnings - upper quartile - 20 days,C Services,1519
5/2/21,Weekly earnings - upper quartile - 20 days,Z No Match,1004.66
